Codice,Autore,Titolo,Editore,Anno,Luogo,Pagine,Classificazione
L193,"Gaetano Salvemini, S. Bucchi",Sulla democrazia,Bollati Boringhieri,,,0,Politica
L294,"Susan Sontag, Ettore Capriolo, E. Capriolo",Sulla fotografia. Realtà e immagine nella nostra societ,Einaudi,,,0,Fotografia
L458,Barack Obama,Sulla razza. Testo inglese a fronte,Rizzoli,,,0,Sociologia
L431,Wilbur Smith,Sulla rotta degli squali,Tea,,,0,Romanzo
L415,"Hermann Hesse, Bruna Bianchi",Sull'amore,Mondadori,,,0,Sociologia
L411,"Hermann Hesse, Paola Sorge",Sull'anima,Newton e Compton,,,0,Saggi
L578,Thomas Myer,Sviluppo Web con XML e PHP,Mondadori Informatica,,,0,Informatica
L577,Jens Finke,Tanzania,Vallardi Viaggi,,,0,Viaggi
L181,"William Shakespeare, G. Melchiori",Teatro completo. Testo inglese a fronte. 2.Le commedie romantiche,Mondadori,,,0,Classici
L489,Thomas Sanders,Terreno di Gioco,Sonzogno,,,0,Romanzo
L531,vuoto,Testi religiosi dell'antico Egitto,Mondadori,,,0,Religione
L249,Donald Omand,The Argyll Book,"Birlinn, Limited",,,0,Storia
L58,Anthony Ryder,The Artist's Complete Guide to Figure Drawing: A Contemporary Perspective On the Classical Tradition,Watson-Guptill,,,0,Arte
L301,J.K. Rowling,The Casual Vacancy,"Little, Brown",,,0,Romanzo
L574,Robert Galbraith,The Cuckoo's Calling,"Little, Brown Book Group",,,0,Romanzo
L422,"Leonard Mlodinow, Stephen Hawking",The Grand Design,Bantam,,,0,Fisica
L584,Sir Arthur Conan Doyle,The Hound of the Baskervilles (Penguin Popular Classics),Penguin Classics,,,0,Gialli
L370,Jonathan Coe,The House of Sleep,Penguin,,,0,Romanzo
L547,"Mark Logue, Peter Conradi",The King's Speech,Quercus Publishing Plc,,,0,Romanzo
L378,Khaled Hosseini,The Kite Runner,Bloomsbury Publishing Inc,,,0,Romanzo
L613,Stephen S. Mehler,The Land of Osiris,Adventures Unlimited Press,,,0,Archeologia
L31,Martin Sixsmith,The Lost Child of Philomena Lee,Pan,,,0,Romanzo
L296,Doyle Arthur Conan,The memories of Sherlock Holmes,Giunti Editore,,,0,Gialli
L34,Agatha Christie,The Mystery of the Blue Train (Hercule Poirot Mysteries),Penguin,,,0,Gialli
L653,Ansel Adams,"The Negative (Ansel Adams Photography, Book 2)","Little, Brown",,,0,Fotografia
L57,Ansel Adams,"The Print (Ansel Adams Photography, Book 3)","Little, Brown",,,0,Fotografia
L368,Jonathan Coe,The Rain Before It Falls,Viking Books,,,0,Romanzo
L442,Lin Anderson,The Reborn: Rhona Macleod Book 7 (Rhona Macleod 7),Hodder,,,0,Romanzo
L273,Jason Mott,The returned,Harlequin Mondadori,,,0,Romanzo
L158,David Sax,The Revenge of Analog: Real Things and Why They Matter,PublicAffairs,,,0,Attualita
L573,Robert Galbraith,The Silkworm (Cormoran Strike),Sphere,,,0,Romanzo
L559,Nigel Tranter,The Story of Scotland,Neil Wilson Publishing,,,0,Storia
L338,Jonathan Coe,The Terrible Privacy of Maxwell Sim,Penguin Books,,,0,Romanzo
L314,Isabel Wilkerson,The Warmth of Other Suns: The Epic Story of America's Great Migration (Vintage),Vintage,,,0,Storia
L325,Susan Hill,The woman in black (La donna in nero),Polillo,,,0,Romanzo
L327,Jerome Kapla Jerome,Three Men in a Boat,Penguin Classics,,,0,Racconti
L346,Niccolo Ammaniti,Ti Prendo E Ti Porto Via,Mondadori,,,0,Romanzo
L286,Ian Rankin,Tooth & Nail,Orion Book,,,0,Romanzo
L443,Franco Giustolisi,L'armadio della vergogna,BEAT,,,0,Storia
L457,Lin Anderson,Torch (Rhona MacLeod),Hodder Stoughton,,,0,Romanzo
L302,Baruch Spinoza,"Trattato dei tre impostori. Mosè, Gesù, Maometto",Piano B,,,0,Saggi
L258,Ernest  Hemingway,True at First Light,Easton Press,,,0,Romanzo
L572,Isaac Rabinovitch,Tutorial Java. Corso rapido. Con CD-ROM,McGraw-Hill Companies,,,0,Informatica
L488,Francesco Totti,Tutte le barzellette su Totti : raccolte da me,Mondadori,,,0,Attualita
L334,Ann Cleeves,The sleeping and the dead,PAN BOOKS,,,0,Romanzo
L94,"Giuseppe Verdi, P. Mioli",Tutti i libretti d'opera,Newton Compton,,,0,Musica
L243,Giovanni Di Iacovo,Tutti i poveri devono morire,Castelvecchi,,,0,Saggi
L79,"Edgar Allan Poe, D. Palladini, I. Donfrancesco","Tutti i racconti del mistero, dell'incubo e del terrore",Newton Compton,,,0,Racconti
L535,Luigi Pirandello,Tutti i romanzi. Vol. 1,Mondadori,,,0,Letteratura
L534,Luigi Pirandello,Tutti i romanzi. Vol. 2,Mondadori,,,0,Letteratura
L571,U2,U2. Tutti i testi con traduzione a fronte,Giunti Editore,,,0,Musica
L433,Wilbur Smith,Uccelli da preda,Tea,,,0,Romanzo
L142,Andrea Camilleri,Un filo di fumo,Sellerio Editore Palermo,,,0,Romanzo
L212,Giuseppe Antonelli,Un italiano vero. La lingua in cui viviamo,Rizzoli,,,0,Lingue
L570,Doris Lessing,Un Matrimonio per Bene (Universale Economica Feltrinelli),Feltrinelli,,,0,Romanzo
L267,Alberto Angela,"Una giornata nell'antica Roma. Vita quotidiana, segreti e curiosit",Mondadori,,,0,Storia
L38,Andrea Camilleri,Una Lama Di Luce,Sellerio di Giorgianni,,,0,Romanzo
L432,Wilbur Smith,Un'aquila nel cielo,Tea,,,0,Romanzo
L262,Wilbur Smith,Vendetta di sangue,Longanesi,,,0,Romanzo
L345,Margaret Mazzantini,Venuto Al Mondo,Mondadori,,,0,Romanzo
L569,Ernest Hemingway,Verdi colline d'Africa,Mondadori,,,0,Romanzo
L139,Carlo Lucarelli,Via delle Oche,Sellerio Editore Palermo,,,0,Romanzo
L197,Franco Pezzini,"Victoriana. Maschere e miti, demoni e dei del mondo vittoriano",Odoya,,,0,Saggi
L374,vuoto,Vini d'Italia 2011,Gambero Rosso GRH,,,0,Cucina
L568,Francesco Balena,Visual Basic 6,Mondadori,,,0,Informatica
L104,"Bertolt Brecht, E. Castellani",Vita di Galileo,Einaudi,,,0,Storia
L248,Nicola Gardini,Viva il latino. Storie e bellezza di una lingua inutile,Garzanti Libri,,,0,Lingue
L74,Andrea Camilleri,"Voi non sapete. Gli amici, i nemici, la mafia, il mondo nei pizzini di Bernardo Provenzano",Mondadori,,,0,Saggi
L182,Andrea Camilleri,I racconti di Nenè,Feltrinelli,,,0,Romanzo
L226,Giuseppe Benedetti / Doantella Coccoli,Gramsci per la scuola,L'asino d'oro,,,0,Saggi
L288,Benjamin Jacobs,Il dentista di Auschwitz,GINGKO,,,0,Romanzo
L298,Flavio Caroli,La storia dell'arte,Electa,,,0,Arte
L307,Ann Cleeves,Too good to be true,PAN BOOKS,,,0,Romanzo
L308,Giovanni Fasanella,Il Puzzle Moro,Chiarelettere,,,0,Saggi
L350,Andrea Camilleri,Il metodo Catalanotti,Sellerio,,,0,Romanzo
L351,Vittorino Andreoli,Il silenzio delle pietre,Rizzoli,,,0,Romanzo
L361,Philip  K. Dick,La svastica sul sole,Fanucci Editore,,,0,Romanzo
L381,Pietro Ratto,L'Honda anomala,Bibliotheka,,,0,Politica
L393,Amedeo Osti Guerrazzi,Gli anni della vergogna 1938-1945,Gangemi editore,,Roma,0,Storia
L395,Michela Murgia,Istruzioni per diventare fascisti,SUPER ET OPERA VIVA,2018,,0,Sociologia
L397,Antonio Manzini,Fater il vostro gioco,Sellerio,2018,Palermo,0,Romanzo
L400,Marco Baliani,Il regno di Acilia,BUR,,Roma,0,Romanzo
L402,Luis Fernando Verissimo,O melhor das Comedias da Vida Privada,OBJETIVA,2013,Rio de Janeiro,0,Racconti
L404,Enrico Mattei,Il complesso d'inferiorità,Edizioni di comunità,,,0,Sociologia
L423,Mark Saborn,Fed Factor,Random House Business Books,,,0,Sociologia
L424,AAVV,Dizionario LATINO,DeAgostini,,,0,Dizionari
L425,"Jessey Bullock, Jeff Parker",Wireshark e Metasploit,Apogeo,,,0,Informatica
L447,Anna Frank,Diario,CRESCERE EDIZIONI,,,0,Storia
L50,Aldo Busi,El especialista de Barcelona,Baldini & Castoldi,,,0,Romanzo
L626,Tom Shore,Pilgrim Spy,Coronet,2018,UK,0,Spionaggio
L639,Alessandra Kersevan,Un campo di concentramento fascista,RESISTENZA STORICA KAPPA VU,,,0,Storia
L641,Pier Paolo Pasolini,Il fascismo degli antifascisti,Garzanti,,,0,Politica
L287,Ian Rankin,Watchman,Orion Books,,,0,Romanzo
L352,Massimo Cotto,We will rock you. Segreti e bugie. 709 canzoni come non le avete mai sentite,BUR Rizzoli,,,0,Musica
L46,Graham Hancock,Il ritorno degli dei,Corbaccio,,,0,Storia
L567,Gunter Beer,Web Design Index,Agile Rabbit,,,0,Informatica
L364,Jonathan Coe,What a Carve Up!,Penguin,,,0,Romanzo
L549,"Martin B. Withers, David Hosking",Wildlife of East Africa (Princeton Illustrated Checklists),Princeton University Press,,,0,Animali
L564,William R. Stanek,Windows Command line. Guida pratica,Mondadori Informatica,,,0,Informatica
L563,Jens Finke,Zanzibar,Vallardi Viaggi,,,0,Viaggi
L666,Aleksandr Isaevic  Solzenicyn,Arcipelago Gulag,Mondadori,,,0,Storia
L665,Philippe Daverio,Grand Tour d'Italia a piccoli passi,Rizzoli,2018,,0,Arte
L667,Zygmunt Bauman,Vita liquida,Laterza,,,0,Sociologia
L668,Zygmunt Bauman,Amore liquido,Laterza,,,0,Sociologia
L669,Zygmunt Bauman,Di nuovo soli,Castelvecchi,,,0,Sociologia
L670,Paul Lowe,1001 Fotografie da vedere nella vita,Atlante,2017,,960,Fotografia
L671,Francesco Amodeo,La Matrix Europea,edizioni Sì,2018,,0,Politica
L672,Antonio Manzini,Rien ne va plus,Sellerio editore Palermo,,,0,Romanzo
L673,"Paolo Giovannini, Marco Palla",Il fascismo dalle mani sporche,Editori Laterza,,,0,Storia
L674,Erasmo da Rotterdam,Elogio della Follia,Mondadori,,,0,Saggi
L675,J. D. Salinger,Il giovane Holden,Einaudi,,,0,Romanzo
L676,Platone,La Repubblica,Laterza,,,0,Filosofia
L677,Epicuro,Lettera sulla felicità,Einaudi,,,0,Filosofia
L678,Giuseppe Riva,Fake news,Il Mulino,,,0,Saggi
L679,Ian Kershaw,Hitler,Bompiani,,,0,Storia
L680,Ann Cleeves,Telling tales,Pan Books,,,0,Romanzo
L681,Muammar Gheddafi,Libro Verde,GOG,,,0,Storia
L682,Erico Verissimo,Incidente em Antares,Companhia De Bolso,,,0,Romanzo
L683,Paolo Rumiz,Appia,Feltrinelli,,,0,Archeologia
,Caio Giulio Cesare,La guerra gallica,BUR,,,0,Storia
L685,Aristotele,Poetica,Laterza,,,0,Filosofia
L686,Philippe Even,Colestdrolo tutta la verità,Tecniche Nuove,,,0,Medicina
L678,Barbara H. Roberts,La verità sul colesterolo,Edizioni punto d'incontro,,,0,Medicina
L688,Massimo Cacciari,La mente inquieta,Einaudi,,,0,Filosofia
L689,Chiara Mercuri,DANTE - una vita in esilio,Laterza,,,0,Storia
L690,Massimo Bacale - Piera Borghetti,Etiopia - il cuore antico dell'Africa,Polaris,,,0,Viaggi
L691,Francesco Piazzi,Lessico essenziale di Latino,Cappelli Editore,,,0,Lingue
L692,Johannes Nathan - Frank Zoller,Leonardo da Vinci - The Graphic Work,TASCHEN,,,0,Arte
L693,E. H. Gombrich,La Storia dell'Arte,Phaidon,,,0,Arte
L694,Gilles Neret,Renoir,Taschen,,,0,Arte
L695,Yuval Noah Harari,"Sapiens, Da animali a dei",Bompiani,,,0,Storia
L697,Angelo del Boca,Gli italiani in Libia - dal fascismo a Gheddafi,,,,0,Storia
L696,Angelo del Boca,Gli italiani in Libia 1860-1922,,,,0,Storia
L698,Giordano Bruno,De Umbris Idearum,Di Renzo Editore,,,0,Saggi
L699,Umberto Eco,Migrazioni e intolleranza,La Nave di Teseo,2019,,0,Saggi
L700,Federico Finchelstein,Dai Fascismi ai Populismi,Donzelli Editore,,,0,Saggi
L701,Giuseppe Catozzella,Non dirmi che hai paura,Feltrinelli,,,0,Romanzo
L702,Carlo Levi,Cristo si è fermato a Eboli,Einaudi,,,0,Romanzo
L703,Franco Berrino,Ventuno giorni per rinascere,Mondadori,,,0,Salute
L704,Jon Erickson,L'arte dell'hacking,Apogeo,,,0,Informatica
L705,Justin Seitz,Python per hacker,Edizioni LSWR,,,0,Informatica
L706,Peter Norton,Le Reti,Apogeo,,,0,Informatica
L707,Fred Butzen,The Linux Network,The M&T Books Slackware series,,,0,Informatica
L711,"Gordon ""Fyodor"" Lyon",NMAP Network Scanning,Nmap.org,,,0,Informatica
L710,Stuart McClure,Hacker 7.0,Apogeo,,,0,Informatica
L709,Marco Buttu,Programmare con Python,pro DigitalLifeStype,,,0,Informatica
L708,Thomas Hobbes,Leviatano,Bompiani,,,0,Filosofia
L712,PLUTO Linux User Group,Linux How To,Apogeo,1996,,0,Informatica
L713,Joe Brockmeier,Slackware Linux 7,PRIMA TECH,2000,,0,Informatica
L714,Michael Kofler,MySQL5 Guida Completa,Apogeo,,,0,Informatica
L715,"Alessandro Vespignani, Rosita Rijitano",L'algoritmo e l'oracolo,Il Saggiatore,2019,,0,Saggi
L716,Guido Saraceni,Fuoco è tutto ciò che siamo,Sperling $ Kupfer,2019,,0,Romanzo
L717,Paolo Rumiz,Il filo infinito,Feltrinelli,2019,,0,Storia
L718,Andrea Vitali,"Documenti, prego",Einaudi,2019,,0,Romanzo
L719,Valerio Massimo Manfredi,Il mio nome è nessuno,Mondadori,,,0,Romanzo
L720,vari,Sicilia,Touring Club Italiano,2018,,0,Viaggi
L721,Andrea Camilleri,Il cuoco dell'Alcyon,Sellerio,2019,,0,Romanzo
L722,Hans Fallada,Ognuno muore solo,Sellerio,2017,,0,Romanzo
L723,Giorgio Colli,La nascita della filosofia,Adelphi,,,0,Filosofia
L724,Annette Hess,L'interprete,Neri Pozza BLOOM,,,0,Romanzo
L725,Primo Levi,"Se non ora, quando?",Einaudi,,,0,Romanzo
L726,Primo Levi,I sommersi e i salvati,Einaudi,,,0,Romanzo
L725,Primo Levi,La tregua,Einaudi,,,0,Romanzo
L728,Primo Levi,Il sistema periodico,Einaudi,,,0,aa
L729,Primo Levi,La chiave a stella,Einaudi,,,0,Romanzo
L730,Concita De Gregorio,Nella Notte,Feltrinelli,,,0,Romanzo
L731,H. Schildt,C guida tascabile,McGrawHill,,,0,Informatica
L732,Marco Beri,Python,Apogeo,,,0,Informatica
L733,Michel Stutz,Linux guida pratica,Mondadori,,,0,Informatica
L734,Joseph Roth,La Cripta dei Cappuccini,Adelphi,,,0,Romanzo
L735,Felice Benuzzi,No Picnic On Mount Kenya,Maclehose Press,,London,0,Romanzo
L736,Cacciari ++,Barbarie,BUR,,,0,Saggi
L737,"Giuseppe Lo Bianco, Sandra Rizza",L'agenda rossa di Paolo Borsellino,Chiarelettere,,,0,Storia
L738,Salvatore Petrotto,Il sistema montante,Bonfirraro editore,,,0,Attualita
L739,Johann Wolgang Goethe,Viaggio in Sicilia,Libri mediterranei,,,0,Storia
L740,Vari,Federico II e il suo tempo,Edizioni di storia e studi sociali,,,0,Storia
L741,Mauro Biglino,Il libro che cambierà per sempre le nostre idee sulla bibbia,Editori UNO,,,0,Storia
L742,Mauro Biglino,La Bibbia non parla di Dio,Mondadori,,,0,Storia
L743,Giovanni Boccaccio,Decameron,Crescere edizioni,,,0,Classici
L744,Ian McEwan,My Purple Scented Novel,Vintage,,,0,Racconti
L745,Ian McEwan,Machines like me,Jonathan Cape,,London,0,Romanzo
L746,Cicerone,De Senectute De Amicitia,Mondadori,,,0,Classici
L747,Claudio Rendina,La grande guida dei monumenti di Roma,Newton Compton,,,0,Archeologia
L748,Claudio Rendina,Guida insolita di Roma,Newton Compton,,,0,Archeologia
L749,Maurizio Viroli,Nazionalisti e Patrioti,Laterza,2019,,0,Saggi
L750,Chiara Mercuri,"Francesco d'Assisi, la storia negata",Laterza,2018,,0,Storia
L751,Alessandro Mulieri,Democrazia Totalitaria,Donzelli Editore,2019,Roma,215,Saggi
L752,Howard M. Berlin,La progettazione dei circuiti amplificaori operazionali,Jackson Italiana Editrice,1979,Milano,0,Elettronica
L753,Howard M. Berlin,La progettazione dei filtri attivi,Jackson Italiana Editrice,1979,Milano,0,Elettronica
L754,Walter Veltroni,Assassinio a Villa Borghese,Marsilio Lucciole,2019,Venezia,205,Gialli
L755,Indro Montanelli,Storia di Roma,Rizzoli,2018,,516,Storia
L756,Luciano Lozio,Microbiota Intestinale,Tecniche nuove,2011,,0,Medicina
L757,Paolo Naso,Le religioni sono vie di pace,Laterza,2019,Roma,0,Saggi
L758,Edward Snowen,Errore di sistema,Longanesi,2019,Milano,0,Autobiografico
L759,Elena Pigozzi,Come difendersi dai Romani,Demetra,2018,,0,Humor
L760,Jonah Goldberg,Miracolo e Suicidio dell'Occidente,Liberilibri,2019,Macerata,0,Politica
L761,Fabio Cusimano,Modo di legare i libri,Officina Studi Medievali,2014,Palermo,0,Hobby
L762,Zap e Ida,Wikibolario,Dario Flaccovio Editore,2018,,0,Humor
L763,Andrea Camilleri,Autodifesa di Caino,Sellerio,2019,Palermo,79,Teatro
L764,Italo Svevo,Una Vita,Garzanti,2019,,356,Romanzo
L765,Italo Svevo,La Coscienza di Zeno,Feltrinelli,2019,,413,Romanzo
L766,Italo Svevo,Senilità,Feltrinelli,2018,,225,Romanzo
L767,"Guillaume Sorel, Christine Coste","Praga, Itinerari d'autore",EDT,,,0,Viaggi
L768,Michelin,Praga,Michelin,,,0,Viaggi
L769,Nigel Pavitt,Samburu,Kyle Cathie Limited,2006,,0,Viaggi
L770,"Mariavittoria Carnovale, Aldo Chietera",Matera,Edizioni Giannatelli,2003,,0,Viaggi
L771,Johan Beck-Friis,Il Cimitero Acattolico di Roma,Casa editrice ALLHM,2013,,0,Archeologia
L772,Gino Montefinale,Cinque Terre e Porto Venere,Edizioni KINA ITALIA,,,0,Viaggi
L773,Vari,Chingula e altre storie,Edizioni dell'Arco,,,0,Fiabe
L774,Vari,Poeti Africani Anti Apartheid,Edizioni dell'Arco,,,0,Poesia
L775,"Salvatore Colombo, Francesco Ticca",Guida di Dorgali e Cala Gonone,Editrice Archivio Fotografico Sardo,,Nuoro,0,Viaggi
L776,Laura Rangoni,Piatti Unici 500 ricette,Newton Compton Editori,,,0,Cucina
L777,Alessandro Roccati,Museo Egizio di Torino,Istituto Poligrafico e Zecca dello Stato,1999,,0,Archeologia
L778,"Elena Luraghi, Cinzia Rando",52 weekend da sogno,National Geographic,,,0,Viaggi
L779,Vari,Elba tutte le spiagge,Gruppo editoriale Nove,,,0,Viaggi
L780,Vari,Rosslyn Chapel,The Earl of Rosslyn,,,0,Viaggi
L781,Vari,Il Castello di Edimburgo,Historic Scotland,,,0,Viaggi
L782,Vari,The Burrel Collection,Harper Collins,,Glasgow,0,Archeologia
L783,Piero Gelli,Dizionario dell'Opera 2008,Baldini Castoldi Dalai,2007,,0,Musica
L784,Vari,Brasile,Lonely Planet,,,0,Viaggi
L785,"Marco Gustin, Mattia Brambilla, Claudio Celada","Conoscerli, Proteggerli",LIPU,2019,,0,Ambiente
L786,Francesco Sinagra,Il Ghetto di Roma,Edizioni Gaia,2007,,0,Archeologia
L787,Vari,Siena,Tempo Libero,,,0,Viaggi
L789,Vari,Osterie d'Italia 2020,Slow Food Editore,2019,,0,Cucina
,Vari,I Borghi più belli d'Italia,Società Editrice Romana,,,0,Viaggi
L790,Roberto Calasso,Il Libro di Tutti i Libri,Adelphi,2019,,0,Saggi
L791,Chris Knight,Il Ritratto Perfetto,Apogeo,2019,,224,Fotografia
L792,"Corrado Augias, Giovanni Filoramo",Il Grande Romanzo dei Vangeli,Einaudi,2019,,0,Storia
L793,Melania Gaia Mazzucco,L'Architettrice,Einaudi,2019,,0,Romanzo
L794,James Redfield,La Profezia di Celestino,Corbaccio,,,0,Romanzo
L795,Yuval Noah Harari,"Homo Deus, breve storia del futuro",Bompiani,,,500,Saggi
L796,Vari,Come insultavano gli antichi Romani,Il melangolo,,,0,Archeologia
L797,Valerio Massimo Manfredi,Antica Madre,Mondadori,2019,,0,Romanzo
L798,Yuval Noah Harari,21 Lezioni per il XXI Secolo,Bompiani,2018,,520,Saggi
L799,Heather Dune Macadam,Le 999 donne di Auschwitz,Newton Compton Editore,2019,,330,Romanzo
L800,Hans Tuzzi,Al Vento dell'Oceano,Bollati Boringhieri,,,0,Romanzo
L801,Franco Crivellari,Analisi statistica dei dati con R,Apogeo,,,0,Statistica
L802,Dean Koontz,The Eyes of Darkness,Nkui Inc,1981,,0,Romanzo
L803,Cesare Catananti,Il Vaticano Nella Tormenta,San Paolo,,,0,Storia
L804,Albert Camus,La Peste,Bompiani,,,0,Romanzo
L805,Stefano Gasparri,Italia Longobarda,Laterza,,,0,Storia
L806,Ralf Rothmann,IL DIO DI UNA ESTATE,Neri Pozza editore,,,0,Romanzo
L807,Federico De Roberto,I Vicerè,Mondadori,,,0,Romanzo
L808,Richard Wrangham,Il Paradosso della Bontà,Bollati Boringhieri,,,0,Saggi
L809,Mariapia Veladiano,Parole di scuola,Ugo Guanda Editore,2019,,0,Saggi
L810,Cosmo Giacomo Sallustio Salvemini,Epuloni e Lazzari,europa edizioni,2019,,0,Saggi
L810,Francesco Filippi,Mussolini ha fatto anche cose buone,La Repubblica,,,0,Saggi
L812,Paolo Bonolis,Perchè parlavo da solo,Rizzoli,2019,,0,Autobiografico
L813,Stefania Auci,I Leoni Di Sicila,NORD,,,0,Romanzo
L814,Nicola Zamperini,Manuale di disobbedienza digitale,Castelvecchi,,,0,Saggi
L815,Aldo Maria Valli,Come la Chiesa finì,Liberilibri,,,0,Romanzo
L816,Curzio Malaparte,Il buonuomo Lenin,Adelphi,2018,,0,Saggi
L817,Massimo Gaggi,Homo Premium,Laterza,,,0,Saggi
L818,Giuliano Battiston,La sinistra che verrà,minimum fax,,,0,Saggi
L819,Adriano Panzironi,Vivere 120 anni: Le Ricette,WTE editore,,,0,Cucina
L820,Adriano Panzironi,Vivere 120 anni,WTE editore,,,0,Dieta
L821,Seneca,Le Consolazioni,BUR,,,0,Classici
L822,Sandra Evans,Menschen A1.1 kursbuch,Hueber,,,0,Lingue
L823,Sandra Evans,Menschen A1.1 arbeitsbuch,Hueber,,,0,Lingue
L824,Hans Scollo,DEUTSCHE GRAMMATIK FUR ITALIENER,GRAPHICS EDITORE,,,0,Lingue
L825,"G. Espa, R. Micciolo",Analisi esplorativa dei dati con R,Maggioli editore,,,0,Statistica
L826,Maurizio De Pra,Finalmente ho capito la Statistica,Vallardi,,,0,Statistica
L827,Fernando Azervedo,3250 Acordes para violao,Bruno Quaino editores,,Sao Paulo - Brasil,0,Musica
L828,Marc-Uwe Kling,Quality Land per ottimisti,Feltrinelli,,,0,Saggi
L829,Philip Roth,L'Animale Morente,Einaudi,,,0,Romanzo
L830,Philip Roth,Everyman,Einaudi,,,0,Romanzo
L831,Luisa Giacoma - Susanne Kolb,Il Tedesco Smart,Zanichelli,,,0,Dizionari
,Seneca,La tranquillità dell'anima,Acquarelli,1996,,62,Classici
L832,Antonio Manzini,Ah l'amore l'amore,Sellerio,2020,Palermo,0,Romanzo
L834,Erri De Luca,Il contrario di uno,Feltrinelli,2018,,0,Romanzo
L835,Valerio Massimo Manfredi,Idi di Marzo,Mondadori,,,0,Storia
L836,Corrado Augias,Breviario per un confuso presente,Einaudi,2020,Torino,184,Saggi
L837,Ian McEwan,L'Inventore di sogni,Einaudi,,,0,Racconti
L838,Andrea Camilleri,Riccardino,sellerio,2020,,0,Romanzo
L839,James Joyce,Gente di Dublino,La rana volante,,,0,Racconti
L840,Jack London,Il tallone di ferro,Mondadori,,,0,Romanzo
L841,Jack London,Il vagabondo delle stelle,Adelphi,,,0,Romanzo
L842,Jack London,Il popolo dell'abisso,Mondadori,,,0,Romanzo
L843,Antonio Manzini,Sull'orlo del precipizio,sellerio,,,0,Romanzo
L844,"Erik Siegel, Adam Retter",eXist,O'REALLY,2014,,0,Informatica
L845,Fernando Pessoa,Una Sola Moltitudine vol.1,Adelphi,,,0,Poesia
L846,Andrea Camilleri,La danza del gabbiano,Sellerio,,,0,Romanzo
L847,Andrea Camilleri,La caccia al tesoro,Sellerio,,,0,Romanzo
L848,Giulio Cesare,Guerre in Gallia,Mondadori,,,0,Classici
L849,Seneca,Sulla Felicità,BUR,,,0,Classici
L850,John Maynard Keynes,"Teoria Generale dell'occupazione, dell'interesse e della moneta",UTET,,,0,Economia
L851,Fabiano Massimi,L'Angelo di Monaco,Longanesi,2020,,480,Romanzo
L852,Jack London,La Peste Scarlatta,Adelphi,,,0,Romanzo
L853,Stuart Turton,Le sette morti dei Evelyn Headcastle,Neri Pozza,,,0,Gialli
L854,Valérie Perrin,Cambiare l'acqua ai fiori,E/O,,,0,Romanzo
L855,Paolo Berizzi,L'educazione di un fascista,Feltrinelli,,,0,Politica
L856,Theodor W. Adorno,Aspetti del nuovo radicalismo di destra,Marsilio,,,0,Filosofia
L857,Francesco Filippi,Ma perchè siamo ancora fascisti?,Bollati Boringhieri,,,0,Saggi
L859,Antonio Scurati,M. Il figlio del secolo,Bompiani,,,0,Romanzo
L866,Ernest Renan,Vita di Gesù,Amazon,,,0,Storia
L860,Gunther Anders,L'Uomo è antiquato - 1,Bollati Boringhieri,,,0,Filosofia
L861,Baruch Spinoza,Trattato teologico-politico,Einaudi,,,0,Filosofia
L862,Gunther Anders,Noi figli di Eichmann,,,,0,Filosofia
L863,Umberto Eco,Costruire il nemico,La Nave di Teseo,,,0,Saggi
L864,Marcello Simoni,Il segreto del mercante di libri,Newton Compton,,,0,Romanzo
L865,Carlo Alberto Orlandi,Gli archivi segreti della sezione M - V,tre60,,,0,Racconti
L858,Massimo Recalcati,La tentazione del muro,Feltrinelli,,,0,Saggi
L867,Massimo Recalcati,Il gesto di Caino,Einaudi,,,0,Saggi
L868,Mary L. Trump,Too much and Never Enough,Simon & Shuster,,,0,Biografia
L869,Antonio Manzini,Gli ultimi giorni di quiete,Sellerio,2020,,0,Romanzo
L870,Massimo Bavastro,Io ti cercherò,Longanesi,,,0,Romanzo
L871,Ken Follet,Fu sera e fu mattina,Mondadori,2020,,0,Romanzo
L872,Walter Veltroni,Buonvino e il caso del bambino scomparso,Marsilio,2020,,0,Romanzo
L873,IELTS manuale di preparazione,Anthony Zambonini,Alpha Test,,,0,Lingue
L874,"G.Alfano, P.Italia, E.Russo, F.Tomasi",Letteratura italiana 2° volume,Mondadori,,,0,Letteratura
L875,Sting,Broken Music,Dial Press Trade Paperbacks,2020,,0,Autobiografico
L876,Gasparini - Mirri,Dispositivi e circuiti elettronici Vol.1,Calderini,,,0,Elettronica
L877,Gasparini - Mirri,Dispositivi e circuiti elettronici Vol.2,Calderini,,,0,Elettronica
L878,Franco Malenza,La patente da Radioamatore,ed. I.E.,,,0,Elettronica
L879,Scott Hacker,The BeOS Bible,Peachpit Press,,,0,Informatica
L880,Nuova Elettronica,Schemario Kit 1990,Nuova Elettronica,,,0,Elettronica
L881,Camerapix,The spectrum Guide to Kenya,Camerapix,1989,,0,Viaggi
L882,Valerio Massimo Manfredi,Quaranta giorni,Mondadori,,,0,Romanzo
L883,"G.Alfano, P.Italia, E.Russo, F.Tomasi",Letteratura italiana 1° volume,Mondadori,2020,,0,Letteratura
L884,Philippe Daverio,Quattro conversazioni sull'Europa,Rizzoli,2019,,0,Saggi
L885,Mimmo Franzinelli,Storia della Repubblica Sociale Italiana,Laterza,,,0,Storia
L886,Carlo Rovelli,Helgoland,Adelphi,,,0,Fisica
L887,Joseph Tritto,Cina Covid-19,Cantagalli,2020,,0,Attualita
